@RELATION relations

@ATTRIBUTE URLinText                                      NUMERIC
@ATTRIBUTE subInText                                      NUMERIC
@ATTRIBUTE objInText                                      NUMERIC
@ATTRIBUTE numberOfTheSentenceInSnippetWhereSubIsPresent  NUMERIC
@ATTRIBUTE numberOfTheSentenceInSnippetWhereObjIsPresent  NUMERIC
@ATTRIBUTE numberOfSentences                              NUMERIC
@ATTRIBUTE subjInRelation                                 NUMERIC
@ATTRIBUTE checkSnippetSentencesForAGivenWindow           NUMERIC
@ATTRIBUTE ShortestPath                                   NUMERIC
@ATTRIBUTE class                                         {True,False}

@DATA
1,1,1,0,0,2,0,1,3,True
1,1,1,3,3,6,0,1,3,True
1,1,1,0,1,5,0,1,-1,True
1,1,1,3,3,4,0,1,4,True
1,1,1,6,6,7,0,1,4,True
1,1,1,4,4,5,0,1,5,True
1,1,1,3,2,5,0,1,-1,True
1,1,1,5,0,6,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,0,1,4,0,1,-1,True
0,1,1,0,0,2,0,1,4,True
1,1,1,1,0,2,0,1,4,True
1,1,1,0,2,3,0,1,4,True
1,1,1,5,1,7,0,1,4,True
1,1,1,0,2,3,0,1,5,True
0,1,1,0,1,3,0,1,3,True
1,1,1,0,0,3,0,1,6,True
1,1,1,0,4,7,0,1,3,True
1,1,1,0,0,3,0,1,5,True
0,1,1,0,0,1,0,1,4,True
1,1,1,0,3,6,0,1,-1,True
1,1,1,0,1,10,0,1,3,True
1,1,1,3,5,6,0,1,4,True
1,1,1,7,2,11,0,1,3,True
1,1,0,0,-1,3,0,1,-1,True
1,1,1,0,0,1,0,1,5,True
1,1,1,1,1,2,0,1,3,True
0,1,1,5,4,7,0,1,3,True
1,1,1,0,1,7,0,1,3,True
1,1,1,0,7,8,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,4,5,0,1,4,True
1,1,1,6,1,7,0,1,3,True
1,1,1,2,3,4,0,1,3,True
1,1,1,4,4,6,0,1,3,True
1,1,1,0,3,5,0,1,6,True
1,1,1,1,0,3,0,1,4,True
0,1,1,0,1,2,0,1,4,True
1,1,1,5,5,6,0,1,3,True
1,1,1,0,3,4,0,1,3,True
1,1,1,0,0,2,0,1,6,True
1,1,1,7,0,8,0,1,5,True
1,1,1,0,1,4,0,1,5,True
1,1,1,2,3,5,0,1,4,True
0,1,1,0,6,8,0,1,5,True
1,1,1,0,3,4,0,1,4,True
0,1,1,1,1,2,0,1,3,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,2,3,0,1,3,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,6,4,7,0,1,3,True
1,1,1,1,1,2,0,1,3,True
1,1,1,0,6,7,0,1,2,True
0,1,1,0,2,5,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,1,3,2,4,0,1,3,True
1,1,1,4,4,5,0,1,3,True
1,1,1,1,2,3,0,1,5,True
1,1,0,0,-1,3,0,1,-1,True
1,1,1,11,11,12,0,1,2,True
1,1,1,4,2,5,0,1,-1,True
0,1,1,0,3,4,0,1,5,True
1,1,1,2,3,4,0,1,3,True
1,1,1,0,0,1,0,1,9,True
1,1,1,3,3,4,0,1,4,True
1,1,1,1,0,4,0,1,5,True
1,1,1,0,2,3,0,1,4,True
1,1,1,7,7,9,0,1,6,True
1,1,1,0,7,9,0,1,3,True
1,1,1,0,1,2,0,1,5,True
0,1,1,1,5,6,0,1,4,True
1,1,1,0,8,9,0,1,4,True
1,1,1,1,1,2,0,1,4,True
0,1,1,0,0,2,0,1,3,True
1,1,1,0,0,3,0,1,3,True
1,0,1,-1,2,3,0,1,-1,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,3,5,6,0,1,3,True
1,1,1,7,0,8,0,1,6,True
1,1,1,0,4,5,0,1,5,True
0,1,1,4,5,6,0,1,5,True
1,1,1,0,2,3,0,1,-1,True
1,1,1,3,1,5,0,1,3,True
0,1,1,2,6,7,0,1,4,True
1,1,1,0,5,6,0,1,4,True
1,1,1,7,3,9,0,1,3,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,0,6,0,1,4,True
1,1,1,0,1,3,0,1,3,True
1,1,1,0,1,3,0,1,4,True
1,1,1,3,0,4,0,1,6,True
1,1,1,4,4,5,0,1,3,True
1,1,1,2,1,3,0,1,4,True
1,1,1,4,4,6,0,1,4,True
1,1,1,1,0,2,0,1,3,True
1,1,1,0,4,6,0,1,3,True
1,1,1,2,3,4,0,1,2,True
0,0,1,-1,0,1,0,0,-1,True
0,1,1,1,1,2,0,1,4,True
1,1,1,4,1,6,0,1,5,True
1,1,1,0,1,2,0,1,5,True
1,1,1,0,2,3,0,1,3,True
1,1,1,0,1,3,0,1,3,True
1,0,1,-1,4,8,0,1,-1,True
1,1,1,0,1,3,0,1,3,True
1,1,1,0,0,3,0,1,3,True
0,1,1,0,1,2,0,1,-1,True
1,0,1,-1,7,8,0,1,-1,True
1,1,1,3,4,5,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,3,1,4,0,1,3,True
1,1,1,4,1,7,0,1,4,True
1,0,1,-1,0,1,0,1,-1,True
0,0,1,-1,0,3,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,4,4,5,0,1,3,True
1,1,1,0,3,7,0,1,3,True
1,1,1,2,2,3,0,1,3,True
1,1,1,0,2,3,0,1,6,True
1,1,1,4,5,6,0,1,3,True
1,1,1,0,0,3,0,1,4,True
1,1,1,4,9,10,0,1,3,True
1,1,1,1,1,2,0,1,5,True
1,1,1,2,2,4,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,8,9,10,0,1,3,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,0,1,0,1,8,True
1,1,1,1,4,5,0,1,3,True
1,1,1,1,1,2,0,1,3,True
1,1,1,3,1,4,0,1,5,True
1,1,1,0,2,8,0,1,3,True
1,1,1,1,1,2,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,1,1,0,2,3,0,1,3,True
1,1,1,10,7,11,0,1,3,True
1,1,1,0,7,13,0,1,3,True
1,1,1,7,0,8,0,1,3,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,6,6,7,0,1,3,True
1,1,1,3,1,4,0,1,5,True
1,1,1,0,1,3,0,1,6,True
1,1,1,0,3,5,0,1,4,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,1,1,2,0,1,7,True
1,1,1,0,2,3,0,1,3,True
1,1,1,2,0,3,0,1,3,True
0,1,1,0,1,2,0,1,5,True
1,1,1,0,0,1,0,1,4,True
1,1,1,7,2,10,0,1,3,True
1,1,1,2,2,3,0,1,5,True
1,1,1,0,3,4,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,0,1,0,1,11,True
1,1,1,0,0,3,0,1,5,True
0,0,1,-1,1,2,0,1,-1,True
0,1,1,1,2,3,0,1,4,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,6,7,0,1,2,True
1,1,1,0,0,2,0,1,3,True
0,0,1,-1,2,3,0,1,-1,True
1,1,1,1,0,3,0,1,3,True
1,1,1,5,6,7,0,1,4,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,1,3,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,3,1,6,0,1,3,True
0,1,1,4,4,7,0,1,4,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,6,7,0,1,5,True
1,1,1,0,3,4,0,1,3,True
1,0,1,-1,5,6,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,2,2,3,0,1,5,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,4,5,0,1,5,True
1,1,1,0,0,3,0,0,3,True
1,1,1,0,2,4,0,1,6,True
1,1,1,0,1,2,0,1,4,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,4,0,5,0,1,3,True
1,1,1,2,5,7,0,1,4,True
1,1,1,0,5,6,0,1,2,True
1,0,1,-1,1,3,0,1,-1,True
0,0,1,-1,2,3,0,1,-1,True
1,1,1,1,3,5,0,1,2,True
1,1,1,3,3,4,0,1,4,True
1,1,1,11,0,13,0,1,4,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,0,2,0,1,3,True
0,1,1,0,1,3,0,1,4,True
1,1,1,0,4,5,0,1,4,True
1,1,1,5,3,6,0,1,3,True
0,1,1,0,0,1,0,1,3,True
1,1,1,6,1,7,0,1,3,True
1,0,1,-1,2,3,0,1,-1,True
1,0,1,-1,1,2,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,0,0,2,0,1,5,True
1,1,1,0,2,3,0,1,3,True
1,1,1,11,1,12,0,1,3,True
1,1,1,5,1,6,0,1,3,True
1,1,1,2,2,5,0,1,2,True
1,1,1,5,8,10,0,1,2,True
1,1,1,5,3,6,0,1,4,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,1,0,2,0,1,3,True
1,1,1,0,4,5,0,1,3,True
1,1,1,2,2,4,0,1,3,True
1,1,1,1,3,7,0,1,2,True
1,0,1,-1,0,3,0,1,-1,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,1,3,0,1,6,True
0,1,1,0,1,3,0,1,4,True
1,1,1,1,0,2,0,1,5,True
1,1,1,5,3,6,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
0,1,1,0,1,5,0,1,3,True
1,1,1,2,3,4,0,1,4,True
1,1,1,2,3,5,0,1,4,True
1,1,1,1,1,2,0,1,4,True
0,1,1,3,1,4,0,1,5,True
1,1,1,0,4,5,0,1,3,True
1,1,1,5,5,6,0,1,7,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,2,7,0,1,-1,True
1,1,1,0,0,3,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,2,3,4,0,1,3,True
1,1,1,2,1,4,0,1,3,True
1,1,1,2,3,5,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,1,1,3,1,5,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,2,4,0,1,3,True
1,1,1,3,1,4,0,1,3,True
1,1,1,4,4,5,0,1,3,True
1,1,1,4,3,5,0,1,3,True
1,1,1,3,6,8,0,1,4,True
1,1,1,0,1,2,0,1,5,True
1,1,1,2,1,3,0,1,4,True
1,1,1,1,2,3,0,1,3,True
0,1,1,0,1,2,0,1,5,True
1,0,1,-1,0,3,0,1,-1,True
1,1,1,0,1,2,0,1,6,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,4,4,6,0,1,4,True
1,1,1,0,2,3,0,1,4,True
0,1,1,3,3,4,0,1,4,True
0,1,1,4,5,6,0,1,2,True
1,1,1,0,0,1,0,1,6,True
0,1,1,6,1,7,0,1,4,True
1,1,1,3,3,5,0,1,5,True
1,1,1,2,2,3,0,1,5,True
1,1,1,1,2,4,0,1,4,True
1,1,1,0,1,2,0,1,6,True
1,1,1,2,0,3,0,1,3,True
1,1,1,3,5,6,0,1,6,True
1,1,1,7,1,9,0,1,6,True
1,1,1,0,2,5,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,0,0,3,0,1,3,True
1,1,1,2,5,7,0,1,3,True
0,1,1,10,5,11,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,0,0,-1,5,0,1,-1,True
1,1,1,0,1,4,0,1,3,True
1,1,1,1,3,4,0,1,5,True
1,1,1,1,0,2,0,1,6,True
1,0,1,-1,1,6,0,1,-1,True
0,0,1,-1,0,4,0,1,-1,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,0,3,0,1,4,True
1,1,1,3,4,5,0,1,3,True
1,1,1,4,1,5,0,1,4,True
1,1,1,1,1,6,0,1,3,True
1,1,1,0,17,22,0,1,3,True
1,1,1,1,1,4,0,1,3,True
1,1,1,0,4,5,0,1,3,True
1,1,1,0,0,3,0,1,3,True
1,1,1,0,5,6,0,1,4,True
1,1,1,4,3,5,0,1,4,True
1,1,0,6,-1,7,0,1,-1,True
0,1,1,11,10,13,0,1,2,True
1,1,1,11,12,13,0,1,1,True
1,1,1,0,0,2,0,1,5,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,1,0,3,0,1,3,True
1,1,1,2,9,10,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,1,2,0,1,4,True
1,1,1,3,2,4,0,1,4,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,1,3,0,1,3,True
1,0,1,-1,5,6,0,1,-1,True
1,1,1,1,1,4,0,1,1,True
1,1,1,4,5,6,0,1,5,True
1,1,1,0,0,3,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,3,3,6,0,1,4,True
1,1,1,0,1,7,0,1,5,True
1,1,1,4,2,6,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,1,3,0,1,3,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,0,1,-1,0,4,0,1,-1,True
1,1,1,2,1,3,0,1,3,True
1,1,1,0,5,6,0,1,5,True
0,1,1,0,5,7,0,1,3,True
1,1,1,5,4,6,0,1,3,True
1,1,1,0,1,2,0,1,4,True
1,1,1,2,1,4,0,1,3,True
1,1,1,0,4,5,0,1,2,True
1,1,1,0,1,3,0,1,3,True
1,1,1,0,2,3,0,1,3,True
1,1,0,4,-1,6,0,1,-1,True
1,1,1,0,6,7,0,1,4,True
1,1,1,7,7,8,0,1,3,True
1,1,1,0,1,4,0,1,3,True
1,1,1,0,2,6,0,1,5,True
1,1,1,4,4,5,0,1,3,True
1,1,1,6,1,7,0,1,5,True
1,1,0,0,-1,2,0,1,-1,True
1,1,1,0,1,3,0,1,4,True
1,1,1,6,0,8,0,1,-1,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,4,5,0,1,2,True
0,0,1,-1,6,8,0,1,-1,True
1,1,1,5,5,6,0,1,4,True
0,1,1,0,2,4,0,1,6,True
1,1,1,2,2,3,0,1,5,True
1,1,1,1,0,3,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,2,3,0,1,5,True
1,1,1,5,2,6,0,1,3,True
1,1,1,0,2,3,0,1,5,True
1,1,1,0,4,5,0,1,4,True
0,1,1,0,1,3,0,1,3,True
1,1,1,0,4,5,0,1,6,True
0,1,1,3,0,5,0,1,3,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,2,6,0,1,3,True
1,1,1,0,1,5,0,1,3,True
1,1,1,0,2,3,0,1,3,True
1,1,1,3,0,7,0,1,3,True
0,1,1,0,3,4,0,1,7,True
0,1,1,0,0,2,0,1,9,True
1,0,1,-1,1,2,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,1,4,0,1,3,True
0,1,1,0,1,2,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,2,4,0,1,4,True
1,1,1,5,5,6,0,1,4,True
1,1,1,2,1,4,0,1,4,True
1,1,1,0,3,6,0,1,3,True
1,1,1,0,0,1,0,1,3,True
0,1,1,0,1,4,0,1,4,True
1,1,1,2,4,5,0,1,3,True
1,1,1,1,1,3,0,1,3,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,0,1,-1,0,6,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,4,5,0,1,4,True
1,1,1,1,1,2,0,1,6,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,0,3,0,1,5,True
1,1,1,1,5,7,0,1,5,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,4,5,0,1,5,True
1,1,1,0,2,3,0,1,3,True
1,1,1,4,7,8,0,1,5,True
0,1,1,5,0,6,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,1,1,7,1,8,0,1,5,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,0,0,5,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,0,2,3,0,1,3,True
1,1,1,0,0,4,0,1,3,True
1,1,1,1,3,4,0,1,3,True
1,1,1,5,1,9,0,1,4,True
0,1,1,2,2,6,0,1,3,True
1,1,1,0,5,6,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,1,1,1,1,2,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,3,1,4,0,1,4,True
1,1,1,5,4,7,0,1,4,True
0,0,1,-1,0,2,0,1,-1,True
1,1,1,1,0,2,0,1,5,True
1,1,1,0,1,2,0,1,5,True
1,1,1,0,1,3,0,1,3,True
1,1,1,5,5,6,0,1,3,True
1,1,1,0,1,2,0,1,6,True
1,1,1,0,7,10,0,1,4,True
1,1,1,2,2,3,0,1,3,True
1,0,1,-1,1,4,0,0,-1,True
1,1,1,0,4,5,0,1,4,True
0,0,1,-1,1,3,0,1,-1,True
1,1,1,10,0,15,0,1,4,True
1,1,1,2,2,3,0,1,8,True
1,1,1,0,1,3,0,1,4,True
1,1,1,0,1,2,0,1,-1,True
0,1,1,1,1,2,0,1,4,True
1,1,1,4,1,5,0,1,4,True
1,1,1,1,1,3,0,1,3,True
1,1,1,0,1,2,0,1,5,True
1,1,1,1,4,5,0,1,3,True
0,1,1,0,0,3,0,1,3,True
1,0,1,-1,0,3,0,1,-1,True
1,1,1,0,2,3,0,1,6,True
0,1,1,2,2,8,0,1,2,True
1,1,1,0,1,2,0,1,3,True
1,1,1,3,3,4,0,1,4,True
1,1,1,1,1,2,0,1,4,True
1,1,1,0,2,3,0,1,4,True
1,1,1,4,4,5,0,1,4,True
0,1,1,0,1,3,0,1,3,True
1,1,1,3,1,4,0,1,3,True
1,1,1,3,2,4,0,1,4,True
1,1,1,0,2,4,0,1,5,True
1,1,1,0,6,7,0,1,1,True
1,0,1,-1,6,8,0,1,-1,True
1,1,1,4,3,7,0,1,4,True
1,1,1,0,0,1,0,1,5,True
1,1,1,3,0,5,0,1,3,True
1,1,1,5,3,6,0,1,3,True
1,1,1,3,3,4,0,1,6,True
1,1,1,0,7,8,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,0,2,3,0,1,5,True
1,1,1,0,1,2,0,1,-1,True
0,1,1,3,7,8,0,1,4,True
1,0,1,-1,3,5,0,1,-1,True
1,1,1,0,0,1,0,1,6,True
1,1,1,1,0,2,0,1,6,True
0,1,1,1,5,6,0,1,4,True
1,1,1,0,0,4,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,5,5,7,0,1,4,True
1,1,1,0,1,4,0,1,3,True
1,1,1,6,1,14,0,1,3,True
1,1,1,3,2,5,0,1,4,True
1,1,1,0,4,5,0,1,4,True
1,1,1,3,1,4,0,1,4,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,0,0,2,0,1,4,True
1,1,1,6,7,8,0,1,4,True
0,1,1,1,2,5,0,1,3,True
1,1,1,2,2,3,0,1,3,True
1,1,1,3,5,6,0,1,4,True
1,1,1,2,1,4,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,0,2,3,0,1,4,True
1,1,1,1,1,3,0,1,3,True
1,1,1,0,0,4,0,1,2,True
0,1,1,0,0,1,0,1,3,True
1,1,1,0,3,4,0,1,4,True
1,1,1,2,2,3,0,1,5,True
1,1,1,0,0,1,0,1,5,True
1,1,1,0,0,3,0,1,3,True
1,1,1,5,5,7,0,1,4,True
1,1,1,0,1,2,0,1,5,True
1,1,1,2,2,3,0,1,4,True
1,1,1,4,5,6,0,1,4,True
1,1,1,0,0,1,0,1,5,True
1,1,1,0,0,2,0,1,4,True
1,1,1,0,2,3,0,1,4,True
0,1,1,2,0,3,0,1,3,True
1,1,1,0,0,3,0,1,3,True
1,1,1,8,9,10,0,1,2,True
1,1,1,1,2,3,0,1,4,True
1,1,1,5,6,8,0,1,5,True
1,1,1,5,6,7,0,1,4,True
1,1,1,0,1,5,0,1,4,True
1,1,1,5,4,6,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,0,1,-1,1,3,0,1,-1,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,1,9,0,1,3,True
1,1,1,9,10,11,0,1,4,True
1,1,1,1,1,3,0,1,3,True
0,1,1,0,3,6,0,1,3,True
1,1,1,1,2,3,0,1,6,True
1,0,1,-1,0,4,0,1,-1,True
1,1,1,0,6,8,0,1,-1,True
1,1,1,4,2,5,0,1,4,True
1,1,1,0,2,3,0,1,4,True
1,1,1,0,2,3,0,1,5,True
1,1,1,0,0,1,0,1,6,True
1,1,1,0,1,2,0,1,5,True
1,0,1,-1,5,7,0,1,-1,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,4,5,0,1,2,True
1,1,1,6,1,7,0,1,3,True
1,1,1,9,8,10,0,1,4,True
1,0,1,-1,2,4,0,1,-1,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,5,6,0,1,3,True
0,1,1,0,2,3,0,1,5,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,4,9,0,1,3,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,1,3,0,1,3,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,9,1,16,0,1,3,True
1,1,1,0,3,5,0,1,4,True
1,1,1,0,5,7,0,1,5,True
1,1,1,0,6,7,0,1,3,True
1,0,1,-1,0,2,0,1,-1,True
1,1,1,1,0,2,0,1,4,True
1,1,1,0,1,2,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,4,4,5,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,4,4,6,0,1,3,True
0,1,1,0,0,2,0,1,3,True
1,1,1,2,4,5,0,1,4,True
0,1,1,2,2,4,0,1,3,True
0,1,1,2,2,4,0,1,3,True
0,1,1,4,4,5,0,1,3,True
1,1,1,0,4,5,0,1,4,True
1,1,1,3,0,5,0,1,5,True
1,1,1,3,3,4,0,1,3,True
1,1,1,0,2,5,0,1,4,True
1,1,1,0,0,2,0,1,6,True
1,1,1,1,0,3,0,1,7,True
1,1,1,6,6,7,0,1,5,True
1,1,1,1,1,2,0,1,6,True
1,1,1,0,0,2,0,0,6,True
1,1,1,0,0,1,0,1,4,True
1,1,1,0,1,5,0,1,3,True
1,1,1,0,1,2,0,1,4,True
0,1,1,0,1,3,0,1,-1,True
1,0,1,-1,2,3,0,1,-1,True
1,1,1,3,3,4,0,1,3,True
1,1,1,2,2,3,0,1,4,True
1,1,1,0,2,3,0,1,5,True
1,1,1,0,2,6,0,1,5,True
1,1,1,5,3,8,0,1,3,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,0,1,0,1,5,True
1,1,1,2,4,7,0,1,4,True
1,1,1,5,5,6,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,5,0,6,0,1,3,True
1,1,1,1,1,3,0,1,6,True
1,1,1,0,1,2,0,1,4,True
1,1,1,1,1,2,0,1,8,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,5,3,6,0,1,3,True
1,0,1,-1,1,2,0,1,-1,True
1,1,1,0,3,4,0,1,4,True
1,1,1,0,3,4,0,1,4,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,0,2,0,1,5,True
1,1,1,4,3,5,0,1,2,True
1,1,1,6,4,7,0,1,3,True
1,1,1,0,0,2,0,1,-1,True
1,1,1,9,10,12,0,1,2,True
1,1,1,1,1,2,0,1,3,True
0,1,1,13,12,15,0,1,2,True
1,1,1,2,2,4,0,1,3,True
1,0,1,-1,1,4,0,1,-1,True
1,1,1,0,2,4,0,1,3,True
0,1,1,0,1,2,0,1,6,True
1,1,1,4,4,5,0,1,3,True
1,1,1,2,0,3,0,1,3,True
1,1,1,0,0,7,0,1,3,True
1,1,1,0,2,4,0,1,3,True
1,1,1,0,0,1,0,1,5,True
1,1,1,2,4,5,0,1,3,True
0,1,1,4,4,5,0,1,3,True
0,1,1,0,0,2,0,1,4,True
1,1,1,0,0,4,0,1,3,True
1,1,1,8,8,9,0,1,3,True
1,1,1,0,2,5,0,1,4,True
1,1,1,0,3,6,0,1,-1,True
1,1,1,0,1,4,0,1,4,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,26,27,28,0,1,3,True
1,1,1,2,7,10,0,1,2,True
1,1,1,0,0,3,0,1,3,True
1,0,1,-1,3,4,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
1,1,1,4,3,5,0,1,4,True
1,1,1,0,0,2,0,1,4,True
1,1,1,0,2,3,0,1,3,True
1,1,1,4,3,5,0,1,4,True
1,1,1,0,0,2,0,1,4,True
1,1,1,9,10,11,0,1,5,True
1,1,1,1,3,4,0,1,3,True
0,1,1,1,0,5,0,1,3,True
1,1,1,2,7,8,0,1,3,True
1,1,1,0,0,4,0,1,4,True
1,1,1,1,2,4,0,1,3,True
1,0,1,-1,0,1,0,1,-1,True
1,1,0,1,-1,4,0,1,-1,True
1,1,1,0,1,2,0,1,5,True
1,1,1,0,2,4,0,1,4,True
1,1,1,0,0,5,0,1,3,True
1,1,0,0,-1,3,0,1,-1,True
0,1,1,0,1,2,0,1,4,True
0,1,1,3,3,4,0,1,2,True
1,1,1,2,1,3,0,1,5,True
1,1,1,0,0,2,0,1,3,True
1,1,1,1,3,5,0,1,3,True
0,0,1,-1,3,5,0,1,-1,True
1,1,1,3,3,4,0,1,4,True
1,1,1,1,0,2,0,1,6,True
1,1,1,2,1,4,0,1,4,True
1,1,1,0,0,1,0,1,3,True
1,1,1,0,0,1,0,1,3,True
0,1,1,1,1,3,0,1,3,True
1,1,1,0,4,5,0,1,3,True
1,0,1,-1,0,1,0,0,-1,True
0,1,1,0,0,1,0,1,5,True
1,1,1,0,1,5,0,1,3,True
1,1,1,0,0,1,0,0,6,True
1,1,1,5,5,6,0,1,3,True
0,1,1,0,4,5,0,1,4,True
1,1,1,4,2,5,0,1,3,True
1,1,1,3,3,5,0,1,3,True
1,1,1,0,0,3,0,1,3,True
1,1,1,4,2,6,0,1,4,True
0,1,1,3,4,5,0,1,4,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,1,6,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,1,1,4,4,7,0,1,3,True
1,1,1,2,0,6,0,1,6,True
1,1,1,0,4,5,0,1,5,True
1,1,1,0,1,4,0,1,-1,True
1,1,1,0,4,5,0,1,4,True
1,1,1,0,0,2,0,1,3,True
1,1,1,0,0,1,0,1,3,True
1,1,1,10,0,13,0,1,4,True
1,0,1,-1,0,1,0,1,-1,True
1,1,1,0,2,3,0,1,3,True
1,1,1,1,3,5,0,1,3,True
1,1,1,0,0,1,0,1,4,True
1,1,1,8,1,9,0,1,3,True
1,1,1,2,0,3,0,1,3,True
1,1,1,6,6,7,0,1,3,True
1,1,1,0,1,2,0,1,3,True
1,1,1,0,0,2,0,1,3,True
1,1,1,0,6,7,0,1,2,True
1,1,1,0,1,2,0,1,4,True
1,1,1,6,3,7,0,1,3,True
0,1,1,3,4,5,0,1,4,True
1,1,1,6,5,7,0,1,5,True
